
央卫iptv6,#genre#❤❤❤


四川电信,#genre#
CCTV1高清,http://110.40.33.162:88/live/sczb.php?id=cctv1
CCTV2高清,http://110.40.33.162:88/live/sczb.php?id=cctv2
CCTV3高清,http://110.40.33.162:88/live/sczb.php?id=cctv3
CCTV4高清,http://110.40.33.162:88/live/sczb.php?id=cctv4
CCTV5高清,http://110.40.33.162:88/live/sczb.php?id=cctv5
CCTV5＋高清,http://110.40.33.162:88/live/sczb.php?id=cctv5p
CCTV6高清,http://110.40.33.162:88/live/sczb.php?id=cctv6
CCTV7高清,http://110.40.33.162:88/live/sczb.php?id=cctv7
CCTV8高清,http://110.40.33.162:88/live/sczb.php?id=cctv8
CCTV9高清,http://110.40.33.162:88/live/sczb.php?id=cctv9
CCTV10高清,http://110.40.33.162:88/live/sczb.php?id=cctv10
CCTV11高清,http://110.40.33.162:88/live/sczb.php?id=cctv11
CCTV12高清,http://110.40.33.162:88/live/sczb.php?id=cctv12
CCTV13高清,http://110.40.33.162:88/live/sczb.php?id=cctv13
CCTV14高清,http://110.40.33.162:88/live/sczb.php?id=cctv14
CCTV15高清,http://110.40.33.162:88/live/sczb.php?id=cctv15
CCTV16高清,http://110.40.33.162:88/live/sczb.php?id=cctv16
CCTV17高清,http://110.40.33.162:88/live/sczb.php?id=cctv17
CCTV1杜比高清,http://110.40.33.162:88/live/sczb.php?id=cctv1hd
CCTV4K高清,http://110.40.33.162:88/live/sczb.php?id=cctv4k
CCTV164K,http://110.40.33.162:88/live/sczb.php?id=cctv164k
CCTV164K,http://110.40.33.162:88/live/sczb.php?id=cctv16k
CGTN英语,http://110.40.33.162:88/live/sczb.php?id=cgtn
CETV-4,http://110.40.33.162:88/live/sczb.php?id=cetv4
四川卫视高清,http://110.40.33.162:88/live/sczb.php?id=scws
凤凰资讯高清,http://110.40.33.162:88/live/sczb.php?id=fhzx
凤凰中文高清,http://110.40.33.162:88/live/sczb.php?id=fhzw
湖南卫视高清,http://110.40.33.162:88/live/sczb.php?id=hnws
江苏卫视高清,http://110.40.33.162:88/live/sczb.php?id=jsws
浙江卫视高清,http://110.40.33.162:88/live/sczb.php?id=zjws
东方卫视高清,http://110.40.33.162:88/live/sczb.php?id=dfws
北京卫视高清,http://110.40.33.162:88/live/sczb.php?id=bjws
深圳卫视高清,http://110.40.33.162:88/live/sczb.php?id=szws
广东卫视高清,http://110.40.33.162:88/live/sczb.php?id=gdws
天津卫视高清,http://110.40.33.162:88/live/sczb.php?id=tjws
山东卫视高清,http://110.40.33.162:88/live/sczb.php?id=sdws
康巴卫视高清,http://110.40.33.162:88/live/sczb.php?id=kbws
江西卫视高清,http://110.40.33.162:88/live/sczb.php?id=jxws
东南卫视高清,http://110.40.33.162:88/live/sczb.php?id=dnws
黑龙江卫视高清,http://110.40.33.162:88/live/sczb.php?id=hljws
重庆卫视高清,http://110.40.33.162:88/live/sczb.php?id=cqws
贵州卫视高清,http://110.40.33.162:88/live/sczb.php?id=gzws
湖北卫视高清,http://110.40.33.162:88/live/sczb.php?id=hbws
安徽卫视高清,http://110.40.33.162:88/live/sczb.php?id=ahws
河北卫视高清,http://110.40.33.162:88/live/sczb.php?id=hebws
辽宁卫视高清,http://110.40.33.162:88/live/sczb.php?id=lnws
河南卫视高清,http://110.40.33.162:88/live/sczb.php?id=henws
广西卫视高清,http://110.40.33.162:88/live/sczb.php?id=gxws
云南卫视,http://110.40.33.162:88/live/sczb.php?id=ynws
吉林卫视高清,http://110.40.33.162:88/live/sczb.php?id=jlws
陕西卫视,http://110.40.33.162:88/live/sczb.php?id=sxws
山西卫视,http://110.40.33.162:88/live/sczb.php?id=saxws
内蒙古卫视,http://110.40.33.162:88/live/sczb.php?id=nmws
青海卫视,http://110.40.33.162:88/live/sczb.php?id=qhws
宁夏卫视,http://110.40.33.162:88/live/sczb.php?id=nxws
西藏卫视,http://110.40.33.162:88/live/sczb.php?id=xzws
新疆卫视,http://110.40.33.162:88/live/sczb.php?id=xjws
甘肃卫视高清,http://110.40.33.162:88/live/sczb.php?id=gsws
海南卫视,http://110.40.33.162:88/live/sczb.php?id=hanws
陕西农林,http://110.40.33.162:88/live/sczb.php?id=sxnl
兵团卫视,http://110.40.33.162:88/live/sczb.php?id=btws
厦门卫视,http://110.40.33.162:88/live/sczb.php?id=xmws
三沙卫视,http://110.40.33.162:88/live/sczb.php?id=ssws
CDTV-1高清,http://110.40.33.162:88/live/sczb.php?id=cdtv1
SCTV2高清,http://110.40.33.162:88/live/sczb.php?id=sctv2
SCTV3高清,http://110.40.33.162:88/live/sczb.php?id=sctv3
SCTV4高清,http://110.40.33.162:88/live/sczb.php?id=sctv4
SCTV5高清,http://110.40.33.162:88/live/sczb.php?id=sctv5
SCTV6高清,http://110.40.33.162:88/live/sczb.php?id=sctv6
SCTV7高清,http://110.40.33.162:88/live/sczb.php?id=sctv7
SCTV科教高清,http://110.40.33.162:88/live/sczb.php?id=sctvkj
四川乡村高清,http://110.40.33.162:88/live/sczb.php?id=scnc
绚影4K,http://110.40.33.162:88/live/sczb.php?id=xy4k
无台标4K,http://110.40.33.162:88/live/sczb.php?id=wtb4k
爱上4K,http://110.40.33.162:88/live/sczb.php?id=as4k
爱上4K,http://110.40.33.162:88/live/sczb.php?id=as
4K电影,http://110.40.33.162:88/live/sczb.php?id=4kdy
中录动漫4K,http://110.40.33.162:88/live/sczb.php?id=zldm
亲子趣学4K,http://110.40.33.162:88/live/sczb.php?id=qzqx
津津悦读4K,http://110.40.33.162:88/live/sczb.php?id=jjyd
军情观察4K,http://110.40.33.162:88/live/sczb.php?id=jsgc
峨眉电影,http://110.40.33.162:88/live/sczb.php?id=emdy
SCTV2高清,http://110.40.33.162:88/live/sczb.php?id=sc2
SCTV3高清,http://110.40.33.162:88/live/sczb.php?id=sc3
SCTV4高清,http://110.40.33.162:88/live/sczb.php?id=sc4
SCTV5高清,http://110.40.33.162:88/live/sczb.php?id=sc5
SCTV6高清,http://110.40.33.162:88/live/sczb.php?id=sc6
SCTV7高清,http://110.40.33.162:88/live/sczb.php?id=sc7
SCTV科教高清,http://110.40.33.162:88/live/sczb.php?id=sckj
四川乡村高清,http://110.40.33.162:88/live/sczb.php?id=scxc
CDTV1高清,http://110.40.33.162:88/live/sczb.php?id=cdtv1
CDTV2,http://110.40.33.162:88/live/sczb.php?id=cdtv2
CDTV3,http://110.40.33.162:88/live/sczb.php?id=cdtv3
CDTV4,http://110.40.33.162:88/live/sczb.php?id=cdtv4
CDTV5高清,http://110.40.33.162:88/live/sczb.php?id=cdtv5
CDTV6,http://110.40.33.162:88/live/sczb.php?id=cdtv6
CDTV8高清,http://110.40.33.162:88/live/sczb.php?id=cdtv8
上海纪实高清,http://110.40.33.162:88/live/sczb.php?id=shjs
金鹰纪实高清,http://110.40.33.162:88/live/sczb.php?id=jyjs
中国交通·四川,http://110.40.33.162:88/live/sczb.php?id=zgjt
CETV-1高清,http://110.40.33.162:88/live/sczb.php?id=cetv1
熊猫新闻高清,http://110.40.33.162:88/live/sczb.php?id=xmxw
熊猫体娱高清,http://110.40.33.162:88/live/sczb.php?id=xmyl
熊猫少儿高清,http://110.40.33.162:88/live/sczb.php?id=xmse
熊猫影院高清,http://110.40.33.162:88/live/sczb.php?id=xmyy
睛彩四川,http://110.40.33.162:88/live/sczb.php?id=qcsc
熊猫频道高清,http://110.40.33.162:88/live/sczb.php?id=xmpd
金熊猫卡通高清,http://110.40.33.162:88/live/sczb.php?id=jxmkt
炫动卡通,http://110.40.33.162:88/live/sczb.php?id=xdkt
嘉佳卡通,http://110.40.33.162:88/live/sczb.php?id=jjkt
收视导视高清,http://110.40.33.162:88/live/sczb.php?id=ssds
熊猫爱生活高清,http://110.40.33.162:88/live/sczb.php?id=xm
大爱四川高清,http://110.40.33.162:88/live/sczb.php?id=dasc
大爱旅游高清,http://110.40.33.162:88/live/sczb.php?id=daly
大爱生活高清,http://110.40.33.162:88/live/sczb.php?id=dash
大爱时尚高清,http://110.40.33.162:88/live/sczb.php?id=dass
斗牛财经高清,http://110.40.33.162:88/live/sczb.php?id=dncj
HD看电影,http://110.40.33.162:88/live/sczb.php?id=kdy
家政频道高清,http://110.40.33.162:88/live/sczb.php?id=jz
CETV-4,http://110.40.33.162:88/live/sczb.php?id=cetv4
经典电影,http://110.40.33.162:88/live/sczb.php?id=jddt
华语影院,http://110.40.33.162:88/live/sczb.php?id=hydy
星光院线,http://110.40.33.162:88/live/sczb.php?id=xgyx
全球大片,http://110.40.33.162:88/live/sczb.php?id=qqdp
热播剧场,http://110.40.33.162:88/live/sczb.php?id=rbj
热门剧场,http://110.40.33.162:88/live/sczb.php?id=rmjc
港剧风云,http://110.40.33.162:88/live/sczb.php?id=gjfy
谍战剧场,http://110.40.33.162:88/live/sczb.php?id=dzjc
卡酷动画,http://110.40.33.162:88/live/sczb.php?id=kkdh
金鹰卡通,http://110.40.33.162:88/live/sczb.php?id=jykt
优漫卡通,http://110.40.33.162:88/live/sczb.php?id=ymkt
宝宝动画高清,http://110.40.33.162:88/live/sczb.php?id=bbdh
少儿动画高清,http://110.40.33.162:88/live/sczb.php?id=sedh
青春动漫,http://110.40.33.162:88/live/sczb.php?id=qcdm
热门综艺高清,http://110.40.33.162:88/live/sczb.php?id=rmzy
音乐现场高清,http://110.40.33.162:88/live/sczb.php?id=ylxc
戏曲精选,http://110.40.33.162:88/live/sczb.php?id=xqjx
戏曲,http://110.40.33.162:88/live/sczb.php?id=xq
魅力时尚高清,http://110.40.33.162:88/live/sczb.php?id=mlss
生活时尚,http://110.40.33.162:88/live/sczb.php?id=shsh
CCTV兵器科技,http://110.40.33.162:88/live/sczb.php?id=bqkj
爱生活高清,http://110.40.33.162:88/live/sczb.php?id=ash
财富天下,http://110.40.33.162:88/live/sczb.php?id=cftx
东方财经,http://110.40.33.162:88/live/sczb.php?id=dfcj
股评汇,http://110.40.33.162:88/live/sczb.php?id=gp
爱体育,http://110.40.33.162:88/live/sczb.php?id=aty
电竞天堂高清,http://110.40.33.162:88/live/sczb.php?id=djtt
游戏风云,http://110.40.33.162:88/live/sczb.php?id=yxfy
汽车频道,http://110.40.33.162:88/live/sczb.php?id=qcpd
足球高清,http://110.40.33.162:88/live/sczb.php?id=zq
高网高清,http://110.40.33.162:88/live/sczb.php?id=gw
台球高清,http://110.40.33.162:88/live/sczb.php?id=tq
纪实人文,http://110.40.33.162:88/live/sczb.php?id=jsrw
墨宝高清,http://110.40.33.162:88/live/sczb.php?id=mb
军事高清,http://110.40.33.162:88/live/sczb.php?id=js
解密高清,http://110.40.33.162:88/live/sczb.php?id=jm
地理高清,http://110.40.33.162:88/live/sczb.php?id=dl
传奇,http://110.40.33.162:88/live/sczb.php?id=cq
收视指南,http://110.40.33.162:88/live/sczb.php?id=sszn
资讯新干线,http://110.40.33.162:88/live/sczb.php?id=zxxgx
蓉城先锋,http://110.40.33.162:88/live/sczb.php?id=rcxf
星空精选高清,http://110.40.33.162:88/live/sczb.php?id=xk
CGTN西班牙语,http://110.40.33.162:88/live/sczb.php?id=cgtne
CGTN法语,http://110.40.33.162:88/live/sczb.php?id=cgtnf
每日影院,http://110.40.33.162:88/live/sczb.php?id=mryy
爱怀旧高清,http://110.40.33.162:88/live/sczb.php?id=ahj
爱喜剧高清,http://110.40.33.162:88/live/sczb.php?id=axj
爱奇谈高清,http://110.40.33.162:88/live/sczb.php?id=aqt
爱科幻高清,http://110.40.33.162:88/live/sczb.php?id=akx
爱院线高清,http://110.40.33.162:88/live/sczb.php?id=ayx
幸福剧场,http://110.40.33.162:88/live/sczb.php?id=xfjc
爱谍战高清,http://110.40.33.162:88/live/sczb.php?id=adz
爱经典高清,http://110.40.33.162:88/live/sczb.php?id=ajd
爱悬疑高清,http://110.40.33.162:88/live/sczb.php?id=axn
爱青春高清,http://110.40.33.162:88/live/sczb.php?id=aqc
爱都市高清,http://110.40.33.162:88/live/sczb.php?id=ads
少儿天地,http://110.40.33.162:88/live/sczb.php?id=setd
爱幼教高清,http://110.40.33.162:88/live/sczb.php?id=ayj
爱玩具高清,http://110.40.33.162:88/live/sczb.php?id=awj
爱动漫高清,http://110.40.33.162:88/live/sczb.php?id=adm
求索频道高清,http://110.40.33.162:88/live/sczb.php?id=qs
爱电竞高清,http://110.40.33.162:88/live/sczb.php?id=adj
爱赛车高清,http://110.40.33.162:88/live/sczb.php?id=asc
爱宠宠物,http://110.40.33.162:88/live/sczb.php?id=acc
风尚生活,http://110.40.33.162:88/live/sczb.php?id=fxsh
幸福娱乐,http://110.40.33.162:88/live/sczb.php?id=xfyl
来钓鱼吧,http://110.40.33.162:88/live/sczb.php?id=ldy
麻辣体育,http://110.40.33.162:88/live/sczb.php?id=mnty

凤凰,#genre#
凤凰中文,https://shenxian.serv00.net/fhx.php?id=zw
凤凰资讯,https://shenxian.serv00.net/fhx.php?id=zx
凤凰香港,https://shenxian.serv00.net/fhx.php?id=hk

蜀小果,#genre#
CCTV1,http://110.40.33.162:88/live/sxg.php?id=cctv1
CCTV2,http://110.40.33.162:88/live/sxg.php?id=cctv2
CCTV3,http://110.40.33.162:88/live/sxg.php?id=cctv3
CCTV4,http://110.40.33.162:88/live/sxg.php?id=cctv4
CCTV5,http://110.40.33.162:88/live/sxg.php?id=cctv5
CCTV5+,http://110.40.33.162:88/live/sxg.php?id=cctv5p
CCTV6,http://110.40.33.162:88/live/sxg.php?id=cctv6
CCTV7,http://110.40.33.162:88/live/sxg.php?id=cctv7
CCTV8,http://110.40.33.162:88/live/sxg.php?id=cctv8
CCTV9,http://110.40.33.162:88/live/sxg.php?id=cctv9
CCTV10,http://110.40.33.162:88/live/sxg.php?id=cctv10
CCTV11,http://110.40.33.162:88/live/sxg.php?id=cctv11
CCTV12,http://110.40.33.162:88/live/sxg.php?id=cctv12
CCTV13,http://110.40.33.162:88/live/sxg.php?id=cctv13
CCTV14,http://110.40.33.162:88/live/sxg.php?id=cctv14
CCTV15,http://110.40.33.162:88/live/sxg.php?id=cctv15
CCTV16,http://110.40.33.162:88/live/sxg.php?id=cctv16
CCTV17,http://110.40.33.162:88/live/sxg.php?id=cctv17
CCTV-4K超高清,http://110.40.33.162:88/live/sxg.php?id=cctv4k
CCTV-16,http://110.40.33.162:88/live/sxg.php?id=cctv16-4k
CETV1,http://110.40.33.162:88/live/sxg.php?id=cetv1
CETV2,http://110.40.33.162:88/live/sxg.php?id=cetv2
峨眉电影4K,http://110.40.33.162:88/live/sxg.php?id=emdy4k
CHC动作电影,http://110.40.33.162:88/live/sxg.php?id=chcdz
CHC影迷电影,http://110.40.33.162:88/live/sxg.php?id=chcgq
CHC家庭影院,http://110.40.33.162:88/live/sxg.php?id=chcjt
北京卫视,http://110.40.33.162:88/live/sxg.php?id=bjws
安徽卫视,http://110.40.33.162:88/live/sxg.php?id=ahws
东方卫视,http://110.40.33.162:88/live/sxg.php?id=dfws
东南卫视,http://110.40.33.162:88/live/sxg.php?id=dnws
广东卫视,http://110.40.33.162:88/live/sxg.php?id=gdws
贵州卫视,http://110.40.33.162:88/live/sxg.php?id=gzws
河南卫视,http://110.40.33.162:88/live/sxg.php?id=hnws
黑龙江卫视,http://110.40.33.162:88/live/sxg.php?id=hljws
湖北卫视,http://110.40.33.162:88/live/sxg.php?id=hbws
湖南卫视,http://110.40.33.162:88/live/sxg.php?id=hunws
吉林卫视,http://110.40.33.162:88/live/sxg.php?id=jlws
江苏卫视,http://110.40.33.162:88/live/sxg.php?id=jsws
江西卫视,http://110.40.33.162:88/live/sxg.php?id=jxws
辽宁卫视,http://110.40.33.162:88/live/sxg.php?id=lnws
山东卫视,http://110.40.33.162:88/live/sxg.php?id=sdws
深圳卫视,http://110.40.33.162:88/live/sxg.php?id=szws
四川卫视,http://110.40.33.162:88/live/sxg.php?id=scws
天津卫视,http://110.40.33.162:88/live/sxg.php?id=tjws
浙江卫视,http://110.40.33.162:88/live/sxg.php?id=zjws
重庆卫视,http://110.40.33.162:88/live/sxg.php?id=cqws
青海卫视,http://110.40.33.162:88/live/sxg.php?id=qhws
兵团卫视,http://110.40.33.162:88/live/sxg.php?id=btws
甘肃卫视,http://110.40.33.162:88/live/sxg.php?id=gsws
广西卫视,http://110.40.33.162:88/live/sxg.php?id=gxws
海南卫视,http://110.40.33.162:88/live/sxg.php?id=hanws
康巴卫视,http://110.40.33.162:88/live/sxg.php?id=kbws
内蒙古卫视,http://110.40.33.162:88/live/sxg.php?id=nmws
山东教育卫视,http://110.40.33.162:88/live/sxg.php?id=sdjy
山西卫视,http://110.40.33.162:88/live/sxg.php?id=sxiws
陕西卫视,http://110.40.33.162:88/live/sxg.php?id=sxws
西藏卫视,http://110.40.33.162:88/live/sxg.php?id=xzws
云南卫视,http://110.40.33.162:88/live/sxg.php?id=ynws
凤凰中文,http://110.40.33.162:88/live/sxg.php?id=fhws
凤凰资讯,http://110.40.33.162:88/live/sxg.php?id=fhzx
重温经典,http://110.40.33.162:88/live/sxg.php?id=cwjd
新视觉,http://110.40.33.162:88/live/sxg.php?id=xsj
青羊电视,http://110.40.33.162:88/live/sxg.php?id=qyzh
阿坝文艺,http://110.40.33.162:88/live/sxg.php?id=abwy
阿坝综合,http://110.40.33.162:88/live/sxg.php?id=abzh
安岳综合,http://110.40.33.162:88/live/sxg.php?id=ayzh
安州综合,http://110.40.33.162:88/live/sxg.php?id=azzh
巴州,http://110.40.33.162:88/live/sxg.php?id=baz
宝兴综合,http://110.40.33.162:88/live/sxg.php?id=bxzh
北川综合,http://110.40.33.162:88/live/sxg.php?id=bchzh
苍溪综合,http://110.40.33.162:88/live/sxg.php?id=cxzh
茶频道,http://110.40.33.162:88/live/sxg.php?id=cpd
朝天综合,http://110.40.33.162:88/live/sxg.php?id=chtzh
成都高新区,http://110.40.33.162:88/live/sxg.php?id=chdgx
成都公共,http://110.40.33.162:88/live/sxg.php?id=chdgg
成都新闻,http://110.40.33.162:88/live/sxg.php?id=chdxw
崇州综合,http://110.40.33.162:88/live/sxg.php?id=chzzh
川网导视,http://110.40.33.162:88/live/sxg.php?id=cwds
船山综合,http://110.40.33.162:88/live/sxg.php?id=chszh
达川新闻,http://110.40.33.162:88/live/sxg.php?id=dcxw
达州导视,http://110.40.33.162:88/live/sxg.php?id=dcds
达州通川,http://110.40.33.162:88/live/sxg.php?id=dztc
达州文化,http://110.40.33.162:88/live/sxg.php?id=dzwh
达州新闻,http://110.40.33.162:88/live/sxg.php?id=dzxw
大邑,http://110.40.33.162:88/live/sxg.php?id=day
大英新闻,http://110.40.33.162:88/live/sxg.php?id=dyxw
东方财经,http://110.40.33.162:88/live/sxg.php?id=dfcj
动漫秀场,http://110.40.33.162:88/live/sxg.php?id=dmxch
都市剧场,http://110.40.33.162:88/live/sxg.php?id=dusjc
峨边综合,http://110.40.33.162:88/live/sxg.php?id=ebzh
峨眉综合,http://110.40.33.162:88/live/sxg.php?id=emzh
峨嵋电影,http://110.40.33.162:88/live/sxg.php?id=emdy
恩阳新闻,http://110.40.33.162:88/live/sxg.php?id=eyxw
法治天地,http://110.40.33.162:88/live/sxg.php?id=fztd
涪城综合,http://110.40.33.162:88/live/sxg.php?id=pczh
甘孜综合,http://110.40.33.162:88/live/sxg.php?id=gzzh
高县,http://110.40.33.162:88/live/sxg.php?id=gx
珙县新闻,http://110.40.33.162:88/live/sxg.php?id=gxxw
古蔺新闻,http://110.40.33.162:88/live/sxg.php?id=glxw
广元文化,http://110.40.33.162:88/live/sxg.php?id=guwh
广元综合,http://110.40.33.162:88/live/sxg.php?id=gyzh
洪雅新闻,http://110.40.33.162:88/live/sxg.php?id=hyxw
夹江新闻,http://110.40.33.162:88/live/sxg.php?id=jjxw
剑阁综合,http://110.40.33.162:88/live/sxg.php?id=jgzh
金口河综合,http://110.40.33.162:88/live/sxg.php?id=jkhzh
金牛标清,http://110.40.33.162:88/live/sxg.php?id=jnbq
金色学堂,http://110.40.33.162:88/live/sxg.php?id=jsxt
金堂,http://110.40.33.162:88/live/sxg.php?id=jit
金鹰纪实,http://110.40.33.162:88/live/sxg.php?id=jyjs
金鹰卡通,http://110.40.33.162:88/live/sxg.php?id=jykt
劲爆体育,http://110.40.33.162:88/live/sxg.php?id=jbty
精品导视,http://110.40.33.162:88/live/sxg.php?id=jpds
井研新闻,http://110.40.33.162:88/live/sxg.php?id=jyxw
开江新闻,http://110.40.33.162:88/live/sxg.php?id=kjxw
康定,http://110.40.33.162:88/live/sxg.php?id=kd
快乐垂钓,http://110.40.33.162:88/live/sxg.php?id=klcd
乐山文旅,http://110.40.33.162:88/live/sxg.php?id=lswl
乐山新闻,http://110.40.33.162:88/live/sxg.php?id=lsxw
乐游,http://110.40.33.162:88/live/sxg.php?id=ly
乐至综合,http://110.40.33.162:88/live/sxg.php?id=lzzh
梨园频道,http://110.40.33.162:88/live/sxg.php?id=lypd
利州综合,http://110.40.33.162:88/live/sxg.php?id=lzzh
凉山新闻,http://110.40.33.162:88/live/sxg.php?id=lsxw
凉山彝语综合,http://110.40.33.162:88/live/sxg.php?id=lsyyzh
隆昌综合,http://110.40.33.162:88/live/sxg.php?id=lczh
庐山综合,http://110.40.33.162:88/live/sxg.php?id=lszh
泸定综合,http://110.40.33.162:88/live/sxg.php?id=ldzh
马边综合,http://110.40.33.162:88/live/sxg.php?id=mbzh
眉山公共,http://110.40.33.162:88/live/sxg.php?id=msgg
眉山综合,http://110.40.33.162:88/live/sxg.php?id=mszh
魅力足球,http://110.40.33.162:88/live/sxg.php?id=mlzq
米易综合,http://110.40.33.162:88/live/sxg.php?id=myzh
绵阳科技,http://110.40.33.162:88/live/sxg.php?id=mykj
绵阳新闻,http://110.40.33.162:88/live/sxg.php?id=myxw
名山,http://110.40.33.162:88/live/sxg.php?id=ms
木里,http://110.40.33.162:88/live/sxg.php?id=mul
沐川综合,http://110.40.33.162:88/live/sxg.php?id=mczh
南充公共,http://110.40.33.162:88/live/sxg.php?id=ncgg
南充综合,http://110.40.33.162:88/live/sxg.php?id=nczh
南江,http://110.40.33.162:88/live/sxg.php?id=nj
南溪综合,http://110.40.33.162:88/live/sxg.php?id=nxzh
攀钢新闻,http://110.40.33.162:88/live/sxg.php?id=pgxw
攀枝花新闻,http://110.40.33.162:88/live/sxg.php?id=pzhxw
彭山综合,http://110.40.33.162:88/live/sxg.php?id=pszh
彭州综合,http://110.40.33.162:88/live/sxg.php?id=pzzh
蓬溪新闻,http://110.40.33.162:88/live/sxg.php?id=pxixw
郫县新闻,http://110.40.33.162:88/live/sxg.php?id=pxxw
平昌综合,http://110.40.33.162:88/live/sxg.php?id=pczh
平武综合,http://110.40.33.162:88/live/sxg.php?id=pwzh
屏山综合,http://110.40.33.162:88/live/sxg.php?id=pshzh
蒲江综合,http://110.40.33.162:88/live/sxg.php?id=pjzh
青白江综合,http://110.40.33.162:88/live/sxg.php?id=jbjzh
青神综合,http://110.40.33.162:88/live/sxg.php?id=qszh
邛崃综合,http://110.40.33.162:88/live/sxg.php?id=qlzh
渠县新闻,http://110.40.33.162:88/live/sxg.php?id=qxxw
仁和新闻,http://110.40.33.162:88/live/sxg.php?id=rhxw
仁寿综合,http://110.40.33.162:88/live/sxg.php?id=rszh
荣县综合,http://110.40.33.162:88/live/sxg.php?id=rxzh
三台综合,http://110.40.33.162:88/live/sxg.php?id=stzh
沙湾融媒,http://110.40.33.162:88/live/sxg.php?id=swrm
什邡新闻,http://110.40.33.162:88/live/sxg.php?id=sfxw
生活时尚,http://110.40.33.162:88/live/sxg.php?id=shss
四川妇女,http://110.40.33.162:88/live/sxg.php?id=scfn
四川经济,http://110.40.33.162:88/live/sxg.php?id=scjj
四川科教,http://110.40.33.162:88/live/sxg.php?id=scjk
四川文化,http://110.40.33.162:88/live/sxg.php?id=scwh
四川乡村,http://110.40.33.162:88/live/sxg.php?id=scxc
四川新闻,http://110.40.33.162:88/live/sxg.php?id=scxw
四川影视,http://110.40.33.162:88/live/sxg.php?id=scys
松潘综合,http://110.40.33.162:88/live/sxg.php?id=spzh
遂宁文化,http://110.40.33.162:88/live/sxg.php?id=snwh
遂宁综合,http://110.40.33.162:88/live/sxg.php?id=snzh
天泉新闻,http://110.40.33.162:88/live/sxg.php?id=tqxw
通江综合,http://110.40.33.162:88/live/sxg.php?id=tjzh
万源,http://110.40.33.162:88/live/sxg.php?id=wy
旺苍综合,http://110.40.33.162:88/live/sxg.php?id=wczh
温江综合,http://110.40.33.162:88/live/sxg.php?id=wjzh
文物宝库,http://110.40.33.162:88/live/sxg.php?id=wwbk
五通桥,http://110.40.33.162:88/live/sxg.php?id=wtq
武术世界,http://110.40.33.162:88/live/sxg.php?id=wssj
西昌,http://110.40.33.162:88/live/sxg.php?id=xc
西充综合,http://110.40.33.162:88/live/sxg.php?id=xczh
新都综合,http://110.40.33.162:88/live/sxg.php?id=xdzh
新津,http://110.40.33.162:88/live/sxg.php?id=xj
兴文,http://110.40.33.162:88/live/sxg.php?id=xw
宣汉综合,http://110.40.33.162:88/live/sxg.php?id=xhzh
雅安公共,http://110.40.33.162:88/live/sxg.php?id=yagg
雅安新闻,http://110.40.33.162:88/live/sxg.php?id=yaxw
盐边,http://110.40.33.162:88/live/sxg.php?id=yb
盐亭综合,http://110.40.33.162:88/live/sxg.php?id=ytzh
雁江,http://110.40.33.162:88/live/sxg.php?id=yj
宜宾导视,http://110.40.33.162:88/live/sxg.php?id=ybds
荥经,http://110.40.33.162:88/live/sxg.php?id=xjd
营山,http://110.40.33.162:88/live/sxg.php?id=ysxw
岳池,http://110.40.33.162:88/live/sxg.php?id=ycxw
越西综合,http://110.40.33.162:88/live/sxg.php?id=yxzh
长宁综合,http://110.40.33.162:88/live/sxg.php?id=cnzh
昭化综合,http://110.40.33.162:88/live/sxg.php?id=zhzh
中江综合,http://110.40.33.162:88/live/sxg.php?id=zjzh
资阳新闻,http://110.40.33.162:88/live/sxg.php?id=zyxw
资中综合,http://110.40.33.162:88/live/sxg.php?id=zzzh
梓潼综合,http://110.40.33.162:88/live/sxg.php?id=ztgq
自贡生活,http://110.40.33.162:88/live/sxg.php?id=zgsh
自贡综合,http://110.40.33.162:88/live/sxg.php?id=zgzh


黑龙江ipV6,#genre#
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
